image	occupancy	floors	year	label	prediction	probability
StreetViewx-80.336904x25.593542.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.9999966621398926
StreetViewx-80.340376x25.593547.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9999971389770508
StreetViewx-80.337431x25.593554.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.9999984502792358
StreetViewx-80.351923x25.593559.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9960938096046448
StreetViewx-80.323539x25.593565.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2012	RES1	RES1	0.8594792485237122
StreetViewx-80.322306x25.593574.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	0.9979725480079652
StreetViewx-80.349396x25.593749.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	1.0
StreetViewx-80.351805x25.593755.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	COM	0.616533100605011
StreetViewx-80.339178x25.593797.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1981	RES1	RES1	0.9873479604721068
StreetViewx-80.337860x25.593843.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.9999921321868896
StreetViewx-80.340857x25.593849.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.8857741355895996
StreetViewx-80.322940x25.593926.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2012	RES1	RES1	0.9999877214431764
StreetViewx-80.348694x25.593961.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES3	0.9989218711853028
StreetViewx-80.335763x25.593970.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9990628361701964
StreetViewx-80.336420x25.593979.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES3	0.9656538367271424
StreetViewx-80.332950x25.593988.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	COM	0.6319599747657776
StreetViewx-80.333245x25.593997.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1959	RES1	COM	0.989191234111786
StreetViewx-80.350127x25.594068.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9930626749992372
StreetViewx-80.334772x25.594075.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1998	RES1	RES1	0.9999806880950928
StreetViewx-80.334308x25.594092.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	0.9636625051498412
StreetViewx-80.338815x25.594105.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9999895095825196
StreetViewx-80.347369x25.594108.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.998710036277771
StreetViewx-80.345982x25.594223.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.9984126091003418
StreetViewx-80.353051x25.594226.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.9865143895149232
StreetViewx-80.354357x25.594239.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	1	1974	RES3	RES1	1.0
StreetViewx-80.326951x25.594284.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.6873348951339722
StreetViewx-80.352984x25.594418.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	COM	0.7339038252830505
StreetViewx-80.322051x25.594459.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2002	RES1	RES1	1.0
StreetViewx-80.324620x25.594620.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2001	RES1	RES1	0.9999130964279176
StreetViewx-80.350298x25.594711.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.324159x25.594823.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	COM	0.8173910975456238
StreetViewx-80.331366x25.594834.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.9999996423721312
StreetViewx-80.341810x25.594874.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9998576641082764
StreetViewx-80.353099x25.594971.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.994765043258667
StreetViewx-80.352134x25.595208.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.8335005640983582
StreetViewx-80.338630x25.595263.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES3	0.6056036353111267
StreetViewx-80.336431x25.595298.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9981749057769777
StreetViewx-80.325259x25.595314.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1981	RES1	RES1	0.7269155383110046
StreetViewx-80.343847x25.595317.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999954700469972
StreetViewx-80.345906x25.595355.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	0.9997199177742004
StreetViewx-80.332293x25.595377.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9220460653305054
StreetViewx-80.327718x25.595606.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9795687198638916
StreetViewx-80.329516x25.595637.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1959	RES1	RES1	1.0
StreetViewx-80.319433x25.595642.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2002	RES1	RES1	0.6739643812179565
StreetViewx-80.322419x25.595652.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	1.0
StreetViewx-80.331727x25.595654.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9998918771743774
StreetViewx-80.331349x25.595661.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES3	0.9033454656600952
StreetViewx-80.324882x25.595677.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.6490548849105835
StreetViewx-80.341255x25.595702.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.999032735824585
StreetViewx-80.344741x25.595729.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.999220371246338
StreetViewx-80.320805x25.595744.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1996	RES1	RES1	0.9994925260543824
StreetViewx-80.332611x25.595804.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	1.0
StreetViewx-80.331612x25.595833.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.6391252875328064
StreetViewx-80.348713x25.595834.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9999929666519164
StreetViewx-80.335665x25.595960.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	0.9957237243652344
StreetViewx-80.341478x25.595998.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999899864196776
StreetViewx-80.342311x25.596098.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	1.0
StreetViewx-80.325289x25.596113.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.8175169229507446
StreetViewx-80.322456x25.596157.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.9999622106552124
StreetViewx-80.340022x25.596164.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.5740025043487549
StreetViewx-80.350000x25.596270.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9930186867713928
StreetViewx-80.345061x25.596419.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9997780919075012
StreetViewx-80.318415x25.596430.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1993	RES1	RES3	0.4996788203716278
StreetViewx-80.341469x25.596467.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.7538068890571594
StreetViewx-80.324509x25.596517.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.9996767044067384
StreetViewx-80.348582x25.596616.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.5378895401954651
StreetViewx-80.330261x25.596903.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1959	RES1	RES1	1.0
StreetViewx-80.319563x25.596914.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES1	1.0
StreetViewx-80.330602x25.596916.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2005	RES1	RES1	0.9949563145637512
StreetViewx-80.325643x25.596954.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.9999959468841552
StreetViewx-80.327227x25.597101.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	1.0
StreetViewx-80.344848x25.597122.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9783601760864258
StreetViewx-80.341941x25.597165.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	0.6542505621910095
StreetViewx-80.343568x25.597218.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.341996x25.597299.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES3	0.6271474957466125
StreetViewx-80.337085x25.597368.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9154304265975952
StreetViewx-80.339523x25.597418.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES1	0.9999972581863404
StreetViewx-80.333540x25.597424.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES1	0.999801218509674
StreetViewx-80.337771x25.597442.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1998	RES1	RES1	0.9998674392700196
StreetViewx-80.322095x25.597471.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1962	RES1	RES1	0.9996281862258912
StreetViewx-80.342718x25.597495.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1990	RES1	RES3	0.6945691704750061
StreetViewx-80.336081x25.597505.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1981	RES1	RES1	0.951982080936432
StreetViewx-80.338564x25.597514.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9981955885887146
StreetViewx-80.342476x25.597514.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.999980926513672
StreetViewx-80.342203x25.597536.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9972227811813354
StreetViewx-80.345873x25.597577.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9970133304595948
StreetViewx-80.341637x25.597615.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES1	0.964292049407959
StreetViewx-80.326324x25.597803.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.9973255395889282
StreetViewx-80.339820x25.597824.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9999991655349731
StreetViewx-80.322128x25.597901.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES3	0.9922869205474854
StreetViewx-80.328779x25.597925.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	0.9761029481887816
StreetViewx-80.348474x25.597944.png	REPAIR SHOP/NON AUTOMOTIVE : REPAIRS - NON AUTOMOTIVE	1	1969	COM	COM	1.0
StreetViewx-80.326547x25.597952.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1964	RES1	RES1	0.984408676624298
StreetViewx-80.345668x25.598060.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.9976624250411988
StreetViewx-80.340793x25.598079.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.9988522529602052
StreetViewx-80.343077x25.598099.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	0.9996840953826904
StreetViewx-80.323586x25.598264.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.9655450582504272
StreetViewx-80.341658x25.598265.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES1	0.976007044315338
StreetViewx-80.329822x25.598269.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.9790920615196228
StreetViewx-80.338962x25.598326.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999997615814208
StreetViewx-80.319060x25.598362.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	1.0
StreetViewx-80.344249x25.598610.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	COM	0.994134247303009
StreetViewx-80.329212x25.598635.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2005	RES1	COM	0.8586548566818237
StreetViewx-80.342744x25.598654.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES3	0.8888183236122131
StreetViewx-80.338983x25.598725.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.906715989112854
StreetViewx-80.335975x25.598745.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES3	0.9764196872711182
StreetViewx-80.334940x25.598809.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	0.9810914993286132
StreetViewx-80.332351x25.598823.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.999998927116394
StreetViewx-80.316011x25.599205.png	COUNTY : DADE COUNTY	1	1982	COM	RES1	0.9999263286590576
StreetViewx-80.318991x25.599335.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1991	RES1	RES3	0.9928399324417114
StreetViewx-80.347408x25.599847.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9997984766960144
StreetViewx-80.333166x25.600321.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	0.99989652633667
StreetViewx-80.339306x25.600331.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1984	RES1	RES3	0.793350100517273
StreetViewx-80.317686x25.600494.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES3	0.972300350666046
StreetViewx-80.349105x25.600630.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999949932098388
StreetViewx-80.347198x25.600689.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.867134690284729
StreetViewx-80.330329x25.600722.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1985	RES1	RES1	0.9831351041793824
StreetViewx-80.339026x25.601466.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.9911046624183656
StreetViewx-80.337306x25.601471.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9949758052825928
StreetViewx-80.336800x25.601785.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	1.0
StreetViewx-80.335143x25.602174.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	1.0
StreetViewx-80.328782x25.602374.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.99745911359787
StreetViewx-80.339576x25.602417.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.7812394499778748
StreetViewx-80.344831x25.602517.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	1.0
StreetViewx-80.317371x25.602950.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	1.0
StreetViewx-80.332565x25.603918.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9999997615814208
StreetViewx-80.338134x25.604228.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999734163284302
StreetViewx-80.337924x25.604654.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES3	0.594448447227478
StreetViewx-80.325960x25.605939.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1987	RES1	RES1	0.9999505281448364
StreetViewx-80.322916x25.606650.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1994	RES1	RES1	0.7999125719070435
StreetViewx-80.317511x25.606739.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999982118606568
StreetViewx-80.336293x25.607705.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.983931005001068
StreetViewx-80.334255x25.608488.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.907897412776947
StreetViewx-80.315432x25.608633.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.9706103801727296
StreetViewx-80.343941x25.608987.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2017	RES1	COM	0.8110644221305847
StreetViewx-80.312871x25.609033.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	1.0
StreetViewx-80.329089x25.609102.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9999910593032836
StreetViewx-80.327107x25.609503.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2014	RES1	RES1	0.9955071210861206
StreetViewx-80.321699x25.609914.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1981	RES1	RES3	0.8700872659683228
StreetViewx-80.317658x25.611888.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1988	RES1	RES3	0.9946349859237672
StreetViewx-80.343319x25.611992.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	1.0
StreetViewx-80.313182x25.611993.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	COM	0.9692506194114684
StreetViewx-80.336223x25.612045.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	0.9999996423721312
StreetViewx-80.337873x25.612133.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	0.9999620914459229
StreetViewx-80.330647x25.612758.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2006	RES1	RES3	0.8933935165405273
StreetViewx-80.312001x25.613309.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	COM	0.9998964071273804
StreetViewx-80.342420x25.613639.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	1	0	RES3	RES1	1.0
StreetViewx-80.324840x25.613644.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.8064900636672974
StreetViewx-80.332986x25.613699.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9738837480545044
StreetViewx-80.317188x25.613999.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9999477863311768
StreetViewx-80.341487x25.614452.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.999987006187439
StreetViewx-80.344443x25.614457.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	1	1993	RES3	RES1	0.998611569404602
StreetViewx-80.315342x25.614544.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9995187520980836
StreetViewx-80.321910x25.614922.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9999788999557496
StreetViewx-80.315466x25.615083.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1998	RES1	RES3	0.777945339679718
StreetViewx-80.310097x25.615239.png	STORE : RETAIL OUTLET	1	1975	COM	RES3	0.7823700308799744
StreetViewx-80.310098x25.615437.png	SERVICE STATION : RETAIL OUTLET	1	1976	COM	COM	0.9999874830245972
StreetViewx-80.325410x25.615888.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	COM	0.9993597865104676
StreetViewx-80.315965x25.617362.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2018	RES1	RES1	0.999990463256836
StreetViewx-80.342494x25.617571.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	COM	0.9749680161476136
StreetViewx-80.341980x25.618176.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.5538868308067322
StreetViewx-80.314418x25.619587.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES3	0.8225759863853455
StreetViewx-80.336318x25.619940.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.999936819076538
StreetViewx-80.338245x25.620093.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1988	RES1	COM	0.999987006187439
StreetViewx-80.332471x25.620483.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.9999890327453612
StreetViewx-80.333787x25.620575.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	1.0
StreetViewx-80.322222x25.620809.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.9980522394180298
StreetViewx-80.333915x25.621077.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9999997615814208
StreetViewx-80.330917x25.621523.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1996	RES1	RES1	0.9999996423721312
StreetViewx-80.338707x25.622130.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES3	0.6380228400230408
StreetViewx-80.333983x25.622774.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	1.0
StreetViewx-80.332578x25.622879.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.7555521726608276
StreetViewx-80.336554x25.622957.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9994944334030152
StreetViewx-80.316625x25.623056.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1962	RES1	RES3	0.7637073993682861
StreetViewx-80.330646x25.623827.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1962	RES1	RES1	0.9435753226280212
StreetViewx-80.331019x25.623834.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.999998927116394
StreetViewx-80.320588x25.624103.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.9999614953994752
StreetViewx-80.328455x25.624346.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	1.0
StreetViewx-80.320806x25.624614.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.9876495003700256
StreetViewx-80.338833x25.624695.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9738145470619202
StreetViewx-80.341006x25.624803.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9993282556533812
StreetViewx-80.320459x25.624850.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	COM	0.7097797393798828
StreetViewx-80.311526x25.624882.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.9941505789756776
StreetViewx-80.330196x25.625224.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1959	RES1	COM	0.9880625009536744
StreetViewx-80.333170x25.626987.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9998993873596193
StreetViewx-80.329642x25.627105.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9999991655349731
StreetViewx-80.312144x25.628648.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2002	RES1	RES1	0.999886393547058
StreetViewx-80.312543x25.628660.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2002	RES1	RES1	0.990610420703888
StreetViewx-80.335825x25.628685.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9999983310699464
StreetViewx-80.333884x25.628789.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.9999828338623048
StreetViewx-80.330037x25.629480.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	RES1	1.0
StreetViewx-80.328050x25.629488.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.7654827237129211
StreetViewx-80.313593x25.630544.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.9985551238059998
StreetViewx-80.335973x25.630647.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2014	RES1	RES1	0.999996542930603
StreetViewx-80.335070x25.631102.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2001	RES1	RES1	0.999620795249939
StreetViewx-80.352989x25.631996.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2005	RES1	RES3	0.999947428703308
StreetViewx-80.344638x25.632285.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2015	RES1	RES1	0.8340832591056824
StreetViewx-80.329875x25.632360.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES3	0.999746024608612
StreetViewx-80.317019x25.632927.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1990	RES1	RES1	0.9999997615814208
StreetViewx-80.316988x25.633465.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1990	RES1	RES3	0.687947154045105
StreetViewx-80.347720x25.633573.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1979	RES1	RES1	0.9999802112579346
StreetViewx-80.314778x25.633598.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.9999972581863404
